cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
2353,D001599,Berberine,EP300,2033,Homo sapiens,9606,Berberine results in increased expression of EP300 mRNA,27311644
2754,D000077407,Cilostazol,EP300,2033,Mus musculus,10090,"Cilostazol affects the expression of EP300 protein|SIRT1 protein affects the reaction [Cilostazol affects the expression of EP300 protein]|sirtinol inhibits the reaction [Cilostazol affects the expression of EP300 protein]|(E)-3-(2,3,4,5-tetrabromophenyl)acrylic acid inhibits the reaction [Cilostazol affects the expression of EP300 protein]|KT 5720 inhibits the reaction [Cilostazol affects the expression of EP300 protein]",24254769
2912,C017160,cypermethrin,EP300,2033,Rattus norvegicus,10116,[Allethrins co-treated with cyhalothrin co-treated with cypermethrin co-treated with decamethrin co-treated with fenvalerate] affects the expression of EP300 mRNA,33051911
2912,C017160,cypermethrin,EP300,2033,Rattus norvegicus,10116,[cypermethrin co-treated with decamethrin co-treated with fenvalerate co-treated with cyhalothrin co-treated with Allethrins] results in decreased expression of EP300 mRNA,33396045
3007,D000661,Amphetamine,EP300,2033,Rattus norvegicus,10116,Amphetamine results in decreased expression of EP300 mRNA,30779732
3101,C007517,diphenyleneiodonium,EP300,2033,Homo sapiens,9606,diphenyleneiodonium inhibits the reaction [IL1B promotes the reaction [EP300 protein binds to RELA protein]],19281832
3121,D014635,Valproic Acid,EP300,2033,Homo sapiens,9606,Valproic Acid affects the expression of EP300 mRNA,25979313
3121,D014635,Valproic Acid,EP300,2033,Homo sapiens,9606,Valproic Acid results in decreased methylation of EP300 gene,28853863|29201983
3121,D014635,Valproic Acid,EP300,2033,Mus musculus,10090,Valproic Acid results in decreased expression of EP300 mRNA,32445665
3347,C017690,fenvalerate,EP300,2033,Rattus norvegicus,10116,[Allethrins co-treated with cyhalothrin co-treated with cypermethrin co-treated with decamethrin co-treated with fenvalerate] affects the expression of EP300 mRNA,33051911
3347,C017690,fenvalerate,EP300,2033,Rattus norvegicus,10116,[cypermethrin co-treated with decamethrin co-treated with fenvalerate co-treated with cyhalothrin co-treated with Allethrins] results in decreased expression of EP300 mRNA,33396045
3385,D005472,Fluorouracil,EP300,2033,Homo sapiens,9606,Fluorouracil promotes the reaction [EP300 protein binds to UBE2C promoter],27129209
3467,D005839,Gentamicins,EP300,2033,Rattus norvegicus,10116,Gentamicins results in increased expression of EP300 mRNA,22061828
3496,C010974,glyphosate,EP300,2033,Homo sapiens,9606,glyphosate results in decreased expression of EP300 mRNA,31295307
3499,C465664,2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide,EP300,2033,Rattus norvegicus,10116,2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide results in decreased phosphorylation of EP300 protein,26833564
3542,D019307,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,EP300,2033,Rattus norvegicus,10116,[1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine co-treated with Doxorubicin] results in increased expression of EP300 protein|1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine results in increased expression of EP300 protein,15767673
3840,C011890,kojic acid,EP300,2033,Homo sapiens,9606,kojic acid results in increased expression of EP300 mRNA,16595896
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,EP300,2033,Rattus norvegicus,10116,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [SIRT6 protein affects the phosphorylation of EP300 protein],27094368
4033,D008466,Mechlorethamine,EP300,2033,Rattus norvegicus,10116,Mechlorethamine results in increased expression of EP300 protein,33971176
4055,D024483,Vitamin K 3,EP300,2033,Homo sapiens,9606,Vitamin K 3 results in decreased expression of EP300 protein,31238027
4189,D008825,Miconazole,EP300,2033,Mus musculus,10090,Miconazole results in decreased expression of EP300 mRNA,27462272
4189,D008825,Miconazole,EP300,2033,Rattus norvegicus,10116,Miconazole results in decreased expression of EP300 mRNA,22262564
4261,C118739,entinostat,EP300,2033,Homo sapiens,9606,entinostat promotes the reaction [EP300 protein binds to RELA protein],20421217
4477,D009534,Niclosamide,EP300,2033,Homo sapiens,9606,Niclosamide results in increased expression of EP300 mRNA,22576131
4594,D009853,Omeprazole,EP300,2033,Homo sapiens,9606,Omeprazole promotes the reaction [EP300 protein binds to CYP1A1 promoter]|Omeprazole promotes the reaction [EP300 protein binds to CYP1B1 promoter],21703235
4713,C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,EP300,2033,Homo sapiens,9606,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Resveratrol promotes the reaction [PTGS2 protein binds to EP300 protein]],16928824
4713,C093973,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,EP300,2033,Rattus norvegicus,10116,2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Phenylephrine results in increased expression of EP300 mRNA],11705990
4858,C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",EP300,2033,Mus musculus,10090,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride results in decreased expression of EP300 mRNA",26636673
5169,C090942,4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole,EP300,2033,Rattus norvegicus,10116,4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole inhibits the reaction [Doxorubicin results in increased degradation of EP300 protein]|4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole inhibits the reaction [MAP2K6 protein results in decreased expression of EP300 protein]|4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole inhibits the reaction [Doxorubicin results in decreased expression of EP300 protein],15767673
5235,D012969,Sodium Fluoride,EP300,2033,Mus musculus,10090,Sodium Fluoride results in decreased expression of EP300 mRNA,27862939
5235,D012969,Sodium Fluoride,EP300,2033,Mus musculus,10090,Sodium Fluoride results in increased acetylation of EP300 protein,31927229
5311,D000077337,Vorinostat,EP300,2033,Homo sapiens,9606,EP300 protein affects the reaction [Quercetin promotes the reaction [Vorinostat results in increased activity of CASP10 protein]]|EP300 protein affects the reaction [Quercetin promotes the reaction [Vorinostat results in increased activity of CASP3 protein]]|[Vorinostat co-treated with Quercetin] results in increased expression of EP300 protein|EP300 protein affects the reaction [Vorinostat results in increased activity of CASP10 protein]|EP300 protein affects the reaction [Vorinostat results in increased activity of CASP3 protein]|EP300 protein affects the reaction [[Vorinostat co-treated with Quercetin] results in increased expression of TNFRSF10B protein],30958996
5311,D000077337,Vorinostat,EP300,2033,Homo sapiens,9606,Vorinostat promotes the reaction [EP300 protein binds to RELA protein],20421217
5350,C016766,sulforaphane,EP300,2033,Homo sapiens,9606,sulforaphane inhibits the reaction [EP300 protein binds to COMT promoter],30684530
5591,D000077288,Troglitazone,EP300,2033,NULL,NULL,[Troglitazone binds to PPARG protein] which affects the localization of EP300 protein,10871190
5641,D014520,Urethane,EP300,2033,Homo sapiens,9606,Urethane results in increased expression of EP300 mRNA,28818685
5694,C006253,pirinixic acid,EP300,2033,Homo sapiens,9606,pirinixic acid promotes the reaction [PPARA protein binds to EP300 protein],20123618
5743,D003907,Dexamethasone,EP300,2033,Homo sapiens,9606,[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to NR3C1 protein binds to HNF1A protein binds to SLC4A2 promoter alternative form]|[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to SLC4A2 promoter alternative form]|Dexamethasone promotes the reaction [EP300 protein binds to SLC4A2 promoter]|[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [HNF1B protein binds to NR3C1 protein binds to EP300 protein binds to SLC4A2 promoter alternative form]|[Ursodeoxycholic Acid co-treated with Dexamethasone] promotes the reaction [EP300 protein binds to SLC4A2 promoter],18188457
5743,D003907,Dexamethasone,EP300,2033,Mus musculus,10090,Dexamethasone promotes the reaction [EP300 protein binds to FOXO3 gene],26758684
5743,D003907,Dexamethasone,EP300,2033,Mus musculus,10090,Dexamethasone promotes the reaction [EP300 protein binds to PIK3R1 enhancer]|EP300 protein affects the reaction [Dexamethasone results in increased expression of PIK3R1 protein],33567340
5743,D003907,Dexamethasone,EP300,2033,Rattus norvegicus,10116,Dexamethasone promotes the reaction [EP300 protein binds to SULT1A1 promoter],22465009
5743,D003907,Dexamethasone,EP300,2033,Rattus norvegicus,10116,Mifepristone inhibits the reaction [Dexamethasone results in increased expression of EP300 mRNA]|Dexamethasone results in increased expression of EP300 mRNA,32494933
5743,D003907,Dexamethasone,EP300,2033,Rattus norvegicus,10116,EP300 protein promotes the reaction [Dexamethasone results in increased expression of UCP3 mRNA]|SIRT1 protein inhibits the reaction [EP300 protein promotes the reaction [Dexamethasone results in increased expression of UCP3 mRNA]],17884810
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol results in decreased expression of EP300 mRNA|Estradiol inhibits the reaction [EP300 protein binds to COMT promoter],30684530
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol inhibits the reaction [TNF protein promotes the reaction [EP300 protein binds to IL6 promoter]],24771768
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol promotes the reaction [EP300 protein binds to BRCA1 promoter]|Tetrachlorodibenzodioxin inhibits the reaction [Estradiol promotes the reaction [EP300 protein binds to BRCA1 promoter]],16489025
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,KMT2D mutant form inhibits the reaction [Estradiol promotes the reaction [EP300 protein binds to EZH2 promoter]]|Estradiol promotes the reaction [EP300 protein binds to EZH2 promoter],25088689
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol promotes the reaction [EP300 protein binds to HOXB9 promoter],27182052
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol promotes the reaction [EP300 protein binds to HOXC6 promoter],25725483
5757,D004958,Estradiol,EP300,2033,Homo sapiens,9606,Estradiol promotes the reaction [ESR1 protein binds to EP300 protein],23665804|29389661|32088792
5757,D004958,Estradiol,EP300,2033,Rattus,10114,Estradiol promotes the reaction [[EP300 protein binds to VEGFA promoter] which results in increased expression of VEGFA mRNA],15774498
5991,D004997,Ethinyl Estradiol,EP300,2033,Xenopus tropicalis,8364,Ethinyl Estradiol results in increased expression of EP300 mRNA,23129252
6041,D010656,Phenylephrine,EP300,2033,Homo sapiens,9606,EP300 protein promotes the reaction [[Phenylephrine results in increased activity of GATA4 protein] which results in increased expression of EDN1 mRNA],12724418
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,MAPK1 protein promotes the reaction [Phenylephrine results in increased expression of EP300 mRNA]|2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one inhibits the reaction [Phenylephrine results in increased expression of EP300 mRNA]|Phenylephrine results in increased expression of EP300 mRNA,11705990
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,Resveratrol inhibits the reaction [Phenylephrine promotes the reaction [EP300 protein binds to NPPA promoter]]|Resveratrol inhibits the reaction [Phenylephrine results in increased expression of EP300 protein]|anacardic acid inhibits the reaction [Phenylephrine results in increased expression of EP300 protein]|Phenylephrine promotes the reaction [EP300 protein binds to NPPA promoter],23297412
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,[SIRT6 protein co-treated with EP300 protein] affects the reaction [Phenylephrine results in increased expression of NPPB mRNA]|[SIRT6 protein co-treated with EP300 protein] affects the reaction [Phenylephrine results in increased expression of NPPA mRNA]|EP300 protein affects the reaction [Phenylephrine results in increased expression of MYH7 mRNA]|EP300 protein affects the reaction [Phenylephrine results in increased expression of NPPB mRNA]|SIRT6 protein inhibits the reaction [Phenylephrine results in increased expression of EP300 protein],27094368
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,EP300 protein affects the reaction [Phenylephrine results in increased expression of NPPA mRNA],11705990|27094368
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,EP300 protein promotes the reaction [Phenylephrine results in increased expression of MYH7 mRNA],15593114
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,[Phenylephrine results in increased activity of EP300 protein] which results in increased expression of NPPA protein|EP300 protein results in increased susceptibility to Phenylephrine,12477714
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,ZFPM2 protein inhibits the reaction [Phenylephrine promotes the reaction [GATA4 protein binds to EP300 protein]]|Phenylephrine promotes the reaction [GATA4 protein binds to EP300 protein],15220332
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,Phenylephrine results in increased expression of EP300 protein,23297412|27094368
6041,D010656,Phenylephrine,EP300,2033,Rattus norvegicus,10116,Phenylephrine results in increased phosphorylation of and results in increased activity of EP300 protein,15006641
6072,D010695,Phlorhizin,EP300,2033,Mus musculus,10090,Phlorhizin results in decreased expression of EP300 mRNA,22538082
6166,D003900,Desoxycorticosterone,EP300,2033,Rattus norvegicus,10116,Desoxycorticosterone promotes the reaction [EP300 protein binds to SULT1A1 promoter]|Desoxycorticosterone promotes the reaction [EP300 protein binds to TAT promoter],22465009
6623,C006780,bisphenol A,EP300,2033,Homo sapiens,9606,[bisphenol A binds to and affects the folding of AR protein] promotes the reaction [AR protein modified form binds to EP300 protein modified form],28751236
6623,C006780,bisphenol A,EP300,2033,Homo sapiens,9606,KMT2D mutant form inhibits the reaction [bisphenol A promotes the reaction [EP300 protein binds to EZH2 promoter]]|bisphenol A promotes the reaction [EP300 protein binds to EZH2 promoter],25088689
6623,C006780,bisphenol A,EP300,2033,Homo sapiens,9606,bisphenol A promotes the reaction [EP300 protein binds to HOTAIR promoter],24533973
6623,C006780,bisphenol A,EP300,2033,Homo sapiens,9606,bisphenol A promotes the reaction [EP300 protein binds to HOXB9 promoter],27182052
6623,C006780,bisphenol A,EP300,2033,Homo sapiens,9606,bisphenol A promotes the reaction [EP300 protein binds to HOXC6 promoter],25725483
6623,C006780,bisphenol A,EP300,2033,Mus musculus,10090,bisphenol A affects the methylation of EP300 promoter,27334623
6623,C006780,bisphenol A,EP300,2033,Rattus norvegicus,10116,bisphenol A results in increased expression of EP300 mRNA,25181051|34947998
6636,D011078,Polychlorinated Biphenyls,EP300,2033,Homo sapiens,9606,Polychlorinated Biphenyls affects the expression of EP300 mRNA,21334430
6758,D012402,Rotenone,EP300,2033,Homo sapiens,9606,Rotenone results in decreased expression of EP300 mRNA,33512557
8029,C039281,furan,EP300,2033,Rattus norvegicus,10116,furan results in decreased expression of EP300 mRNA,24614236
8461,C016403,"2,4-dinitrotoluene",EP300,2033,Rattus norvegicus,10116,"2,4-dinitrotoluene affects the expression of EP300 mRNA",21346803
9033,D011094,Polyethyleneimine,EP300,2033,Homo sapiens,9606,[Polyethyleneimine binds to Gold] which results in decreased expression of EP300 mRNA,28433809
9117,C006718,"1,12-benzoperylene",EP300,2033,Homo sapiens,9606,"1,12-benzoperylene results in increased expression of EP300 mRNA",35182551
9880,D017373,Cyproterone Acetate,EP300,2033,Homo sapiens,9606,[Cyproterone Acetate binds to and affects the folding of AR protein] promotes the reaction [AR protein modified form binds to EP300 protein modified form],28751236
10461,D009151,Mustard Gas,EP300,2033,Mus musculus,10090,Mustard Gas results in decreased expression of EP300 mRNA,18955075
10635,D013196,Dihydrotestosterone,EP300,2033,Homo sapiens,9606,Curcumin inhibits the reaction [Dihydrotestosterone promotes the reaction [EP300 protein binds to KLK3 enhancer]]|Dihydrotestosterone promotes the reaction [EP300 protein binds to KLK3 enhancer],22258452
10635,D013196,Dihydrotestosterone,EP300,2033,Homo sapiens,9606,Dihydrotestosterone promotes the reaction [AR protein binds to EP300 protein]|Dihydrotestosterone promotes the reaction [EP300 protein binds to KLK3 promoter],18487222
10635,D013196,Dihydrotestosterone,EP300,2033,Homo sapiens,9606,Dihydrotestosterone promotes the reaction [EP300 protein binds to GAS6 promoter],20048160
10680,C043562,flavone,EP300,2033,Homo sapiens,9606,flavone inhibits the reaction [Oxygen deficiency promotes the reaction [HIF1A protein binds to EP300 protein]],20153296
10783,D002719,Chlormethiazole,EP300,2033,Mus musculus,10090,Chlormethiazole inhibits the reaction [Ethanol results in decreased expression of EP300 protein],24892905
11442,D000487,Allethrins,EP300,2033,Rattus norvegicus,10116,[Allethrins co-treated with cyhalothrin co-treated with cypermethrin co-treated with decamethrin co-treated with fenvalerate] affects the expression of EP300 mRNA,33051911
11442,D000487,Allethrins,EP300,2033,Rattus norvegicus,10116,[cypermethrin co-treated with decamethrin co-treated with fenvalerate co-treated with cyhalothrin co-treated with Allethrins] results in decreased expression of EP300 mRNA,33396045
12035,D000111,Acetylcysteine,EP300,2033,Homo sapiens,9606,Acetylcysteine inhibits the reaction [IL1B promotes the reaction [EP300 protein binds to RELA protein]],19281832
12550,D000968,Antimycin A,EP300,2033,Homo sapiens,9606,Antimycin A results in decreased expression of EP300 mRNA,33512557
13709,C005828,methidathion,EP300,2033,Mus musculus,10090,methidathion results in increased expression of EP300 mRNA,34813904
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Homo sapiens,9606,Chir 99021 inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1A1 promoter]]|WNT3A protein inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1A1 promoter]]|Chir 99021 inhibits the reaction [Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1B1 promoter]],34403729
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Homo sapiens,9606,EP300 protein affects the reaction [Tetrachlorodibenzodioxin results in increased expression of CYP1A1 mRNA]|Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1B1 enhancer]|EP300 protein affects the reaction [Tetrachlorodibenzodioxin results in increased expression of CYP1B1 mRNA]|Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1A1 enhancer],18842620
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Homo sapiens,9606,Tetrachlorodibenzodioxin inhibits the reaction [Estradiol promotes the reaction [EP300 protein binds to BRCA1 promoter]],16489025
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Homo sapiens,9606,Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1A1 promoter]|Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to CYP1B1 promoter],18842620|21703235|34403729
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Homo sapiens,9606,Tetrachlorodibenzodioxin promotes the reaction [EP300 protein binds to PTGS2 promoter],19056653
15625,D013749,Tetrachlorodibenzodioxin,EP300,2033,Mus musculus,10090,Tetrachlorodibenzodioxin affects the expression of EP300 mRNA,21570461|24058054
15787,C007350,nitrofen,EP300,2033,Rattus norvegicus,10116,nitrofen results in decreased expression of EP300 protein|nitrofen results in decreased expression of EP300 mRNA,24488106
16078,D013759,Dronabinol,EP300,2033,Homo sapiens,9606,Dronabinol results in increased expression of EP300 mRNA,29691375
20393,C016599,mono-(2-ethylhexyl)phthalate,EP300,2033,Homo sapiens,9606,mono-(2-ethylhexyl)phthalate promotes the reaction [PPARA protein binds to EP300 protein],20123618
23964,D014414,Tungsten,EP300,2033,Mus musculus,10090,Tungsten results in decreased expression of EP300 mRNA,30912803
23973,D002104,Cadmium,EP300,2033,Mus musculus,10090,Cadmium promotes the reaction [MTF1 protein binds to EP300 protein],18458062
23976,D002857,Chromium,EP300,2033,Mus musculus,10090,Chromium results in increased activity of EP300 protein,21467744
23978,D003300,Copper,EP300,2033,Homo sapiens,9606,[Chelating Agents binds to Copper] which results in increased expression of EP300 mRNA,30911355
23978,D003300,Copper,EP300,2033,Rattus norvegicus,10116,[Copper deficiency co-treated with tetrathiomolybdate] results in increased expression of EP300 protein|[Copper deficiency co-treated with tetrathiomolybdate] inhibits the reaction [EP300 protein binds to HIF1A protein],22276220
23985,D006046,Gold,EP300,2033,Homo sapiens,9606,[Gallic Acid binds to Gold] inhibits the reaction [EGF protein results in increased acetylation of and results in increased stability of EP300 protein]|EP300 protein inhibits the reaction [[Gallic Acid binds to Gold] inhibits the reaction [EGF protein results in increased expression of MMP9 protein]],27634460
23985,D006046,Gold,EP300,2033,Homo sapiens,9606,[Polyethyleneimine binds to Gold] which results in decreased expression of EP300 mRNA,28433809
23994,D015032,Zinc,EP300,2033,Homo sapiens,9606,Zinc affects the expression of EP300 protein,16636310
23994,D015032,Zinc,EP300,2033,Mus musculus,10090,chromium hexavalent ion inhibits the reaction [Zinc promotes the reaction [MTF1 protein binds to EP300 protein]],18605988
23994,D015032,Zinc,EP300,2033,Mus musculus,10090,Zinc promotes the reaction [MTF1 protein promotes the reaction [EP300 protein binds to SP1 protein]]|EP300 protein affects the reaction [Zinc results in increased expression of MT1 mRNA]|Zinc promotes the reaction [MTF1 protein binds to EP300 protein binds to CREBBP protein],18458062
23994,D015032,Zinc,EP300,2033,Mus musculus,10090,EP300 protein inhibits the reaction [chromium hexavalent ion inhibits the reaction [Zinc results in increased expression of MT1 mRNA]],21467744
23994,D015032,Zinc,EP300,2033,Mus musculus,10090,Zinc promotes the reaction [MTF1 protein binds to EP300 protein],18458062|18605988|21035574
23994,D015032,Zinc,EP300,2033,Mus musculus,10090,[Zinc promotes the reaction [MTF1 protein binds to EP300 protein]] which results in increased expression of MT1 mRNA,21035574
24261,D012822,Silicon Dioxide,EP300,2033,Homo sapiens,9606,Silicon Dioxide results in decreased expression of EP300 mRNA,23623845
24288,C018021,cobaltous chloride,EP300,2033,Homo sapiens,9606,scutellarin inhibits the reaction [[cobaltous chloride co-treated with Glucose] promotes the reaction [HIF1A protein binds to EP300 protein]]|[cobaltous chloride co-treated with Glucose] promotes the reaction [HIF1A protein binds to EP300 protein],25192544
24360,D002166,Camptothecin,EP300,2033,Homo sapiens,9606,Camptothecin results in decreased expression of EP300 protein|Camptothecin results in decreased expression of EP300 mRNA,10344722
24462,D019327,Copper Sulfate,EP300,2033,Homo sapiens,9606,Copper Sulfate results in increased expression of EP300 mRNA,19549813
24934,D018038,Sodium Selenite,EP300,2033,Homo sapiens,9606,Sodium Selenite results in decreased expression of EP300 mRNA|Sodium Selenite results in decreased expression of EP300 protein,10344722
25517,D000643,Ammonium Chloride,EP300,2033,Rattus norvegicus,10116,Ammonium Chloride affects the expression of EP300 mRNA,16483693
26042,C009495,titanium dioxide,EP300,2033,Mus musculus,10090,[titanium dioxide co-treated with Azoxymethane co-treated with Dextran Sulfate] results in decreased expression of EP300 mRNA,29950665
26042,C009495,titanium dioxide,EP300,2033,Mus musculus,10090,titanium dioxide results in decreased expression of EP300 mRNA,29264374
27924,D013755,Tetradecanoylphorbol Acetate,EP300,2033,Homo sapiens,9606,Arsenicals promotes the reaction [Tetradecanoylphorbol Acetate promotes the reaction [NFE2L2 protein binds to EP300 protein]]|Tetradecanoylphorbol Acetate promotes the reaction [NFE2L2 protein binds to EP300 protein],24632381
