cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
1752,C041594,4-nonylphenol,LPL,4023,Rattus norvegicus,10116,4-nonylphenol results in increased expression of LPL mRNA,24388992
1983,D000082,Acetaminophen,LPL,4023,Mus musculus,10090,Acetaminophen results in decreased expression of LPL mRNA,15030884
1983,D000082,Acetaminophen,LPL,4023,Mus musculus,10090,[Clofibrate co-treated with Acetaminophen] affects the expression of LPL mRNA|PPARA affects the reaction [[Clofibrate co-treated with Acetaminophen] affects the expression of LPL mRNA],17585979
1983,D000082,Acetaminophen,LPL,4023,Mus musculus,10090,LPL mRNA affects the susceptibility to Acetaminophen,27530116
1983,D000082,Acetaminophen,LPL,4023,Rattus norvegicus,10116,Acetaminophen results in increased expression of LPL mRNA,33387578
2153,D013806,Theophylline,LPL,4023,Homo sapiens,9606,Theophylline results in increased expression of LPL mRNA,16083514
2256,D001280,Atrazine,LPL,4023,Cyprinus carpio,7962,Atrazine results in decreased expression of LPL mRNA,31315571
2256,D001280,Atrazine,LPL,4023,Oncorhynchus mykiss,8022,Atrazine results in decreased expression of LPL mRNA,22982499
2286,C019273,"2,2-bis(4-glycidyloxyphenyl)propane",LPL,4023,Homo sapiens,9606,"2,2-bis(4-glycidyloxyphenyl)propane results in increased expression of LPL mRNA",22763116
2333,D001553,Benzbromarone,LPL,4023,Homo sapiens,9606,Benzbromarone results in increased expression of LPL protein,18274627
2336,D001564,Benzo(a)pyrene,LPL,4023,Boreogadus saida,44932,[Benzo(a)pyrene co-treated with Ethinyl Estradiol] results in decreased expression of LPL mRNA,34015484
2336,D001564,Benzo(a)pyrene,LPL,4023,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of LPL promoter,27901495
2336,D001564,Benzo(a)pyrene,LPL,4023,Homo sapiens,9606,Benzo(a)pyrene results in decreased expression of LPL mRNA,20106945
2336,D001564,Benzo(a)pyrene,LPL,4023,Mus musculus,10090,Benzo(a)pyrene results in increased expression of LPL mRNA,21569818
2347,C027561,butylbenzyl phthalate,LPL,4023,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased expression of LPL mRNA,26820058
2347,C027561,butylbenzyl phthalate,LPL,4023,Mus musculus,10090,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] results in increased expression of LPL mRNA,30768133
2361,D019324,beta-Naphthoflavone,LPL,4023,Homo sapiens,9606,beta-Naphthoflavone results in decreased expression of LPL mRNA,32858204
2361,D019324,beta-Naphthoflavone,LPL,4023,Rattus norvegicus,10116,[Diethylnitrosamine co-treated with beta-Naphthoflavone] results in increased expression of LPL mRNA,18164116
2513,D002101,Cacodylic Acid,LPL,4023,Homo sapiens,9606,Cacodylic Acid results in decreased expression of LPL mRNA,23221991
2519,D002110,Caffeine,LPL,4023,Mus musculus,10090,[Caffeine co-treated with coclaurine co-treated with aegeline co-treated with higenamine co-treated with Yohimbine co-treated with Hydrolyzable Tannins] results in increased expression of LPL mRNA,28843594
2519,D002110,Caffeine,LPL,4023,Mus musculus,10090,Caffeine results in decreased expression of LPL mRNA,23727198
2687,C033394,CGP 12177,LPL,4023,Rattus norvegicus,10116,CGP 12177 results in increased expression of LPL mRNA,9032464
2730,D004390,Chlorpyrifos,LPL,4023,Cyprinus carpio,7962,Chlorpyrifos results in increased expression of LPL mRNA,31398777
2730,D004390,Chlorpyrifos,LPL,4023,Danio rerio,7955,[Copper co-treated with Chlorpyrifos] results in increased expression of LPL mRNA|Chlorpyrifos results in increased expression of LPL mRNA,21356183
2730,D004390,Chlorpyrifos,LPL,4023,Rattus norvegicus,10116,Chlorpyrifos results in increased expression of LPL mRNA,33994353
2763,C019304,ciprofibrate,LPL,4023,Homo sapiens,9606,ciprofibrate results in increased activity of LPL protein,8593127
2763,C019304,ciprofibrate,LPL,4023,Mus musculus,10090,ciprofibrate results in increased expression of LPL mRNA,12771043
2765,C014282,cirazoline,LPL,4023,Rattus norvegicus,10116,cirazoline promotes the reaction [Isoproterenol results in increased expression of LPL mRNA],9032464
2796,D002994,Clofibrate,LPL,4023,Gallus gallus,9031,Clofibrate results in increased expression of LPL mRNA,17495091
2796,D002994,Clofibrate,LPL,4023,Homo sapiens,9606,Clofibrate results in increased activity of LPL protein,417937|8593127
2796,D002994,Clofibrate,LPL,4023,Homo sapiens,9606,Clofibrate results in increased expression of LPL protein,226883
2796,D002994,Clofibrate,LPL,4023,Mus musculus,10090,[Clofibrate co-treated with Acetaminophen] affects the expression of LPL mRNA|PPARA affects the reaction [[Clofibrate co-treated with Acetaminophen] affects the expression of LPL mRNA],17585979
2796,D002994,Clofibrate,LPL,4023,Mus musculus,10090,Clofibrate results in increased expression of LPL mRNA,23811191
2796,D002994,Clofibrate,LPL,4023,Rattus norvegicus,10116,Clofibrate results in increased expression of LPL mRNA,12851107|17522070|18670166|22008536
3007,D000661,Amphetamine,LPL,4023,Rattus norvegicus,10116,Amphetamine results in increased expression of LPL mRNA,30779732
3026,D003993,Dibutyl Phthalate,LPL,4023,Homo sapiens,9606,[Dibutyl Phthalate co-treated with Tetradecanoylphorbol Acetate] results in increased expression of LPL protein,30218697
3026,D003993,Dibutyl Phthalate,LPL,4023,Mus musculus,10090,[Dibutyl Phthalate results in increased abundance of monobutyl phthalate] which affects the expression of LPL mRNA,34175954
3026,D003993,Dibutyl Phthalate,LPL,4023,Mus musculus,10090,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] results in increased expression of LPL mRNA,30768133
3033,D004008,Diclofenac,LPL,4023,Mus musculus,10090,Diclofenac results in increased expression of LPL mRNA,26934552
3036,D003634,DDT,LPL,4023,Homo sapiens,9606,DDT results in increased expression of LPL mRNA,25014179
3039,D004006,Dichlorvos,LPL,4023,Rattus norvegicus,10116,Dichlorvos results in decreased activity of LPL protein,3196159
3120,D004237,Diuron,LPL,4023,Rattus norvegicus,10116,Diuron results in decreased expression of LPL mRNA,25152437
3121,D014635,Valproic Acid,LPL,4023,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in decreased expression of LPL mRNA",27188386
3121,D014635,Valproic Acid,LPL,4023,Homo sapiens,9606,Valproic Acid affects the expression of LPL mRNA,25979313
3121,D014635,Valproic Acid,LPL,4023,Homo sapiens,9606,Valproic Acid results in decreased expression of LPL mRNA,23179753|25716160|26272509
3224,D004726,Endosulfan,LPL,4023,Rattus norvegicus,10116,Endosulfan results in decreased expression of LPL mRNA,29391264
3339,D011345,Fenofibrate,LPL,4023,Homo sapiens,9606,Fenofibrate results in increased activity of LPL protein,8593127
3339,D011345,Fenofibrate,LPL,4023,Homo sapiens,9606,PPARA gene mutant form inhibits the reaction [Fenofibrate results in increased expression of LPL mRNA]|Fenofibrate results in increased expression of LPL protein|PPARA gene mutant form inhibits the reaction [Fenofibrate results in increased expression of LPL protein]|Fenofibrate results in increased expression of LPL mRNA|PPARA protein promotes the reaction [Fenofibrate results in increased expression of LPL protein],24752549
3339,D011345,Fenofibrate,LPL,4023,Mus musculus,10090,Fenofibrate results in increased expression of LPL mRNA,11798191|24752549
3339,D011345,Fenofibrate,LPL,4023,Rattus norvegicus,10116,Fenofibrate inhibits the reaction [Pyrazinamide results in decreased expression of LPL mRNA],27071702
3339,D011345,Fenofibrate,LPL,4023,Rattus norvegicus,10116,Fenofibrate results in increased expression of LPL mRNA,16595124|27071702
3463,D015248,Gemfibrozil,LPL,4023,Homo sapiens,9606,Gemfibrozil results in increased activity of LPL protein,8593127
3463,D015248,Gemfibrozil,LPL,4023,Oncorhynchus mykiss,8022,Gemfibrozil results in increased expression of LPL mRNA,21195106
3463,D015248,Gemfibrozil,LPL,4023,Rattus norvegicus,10116,[Gemfibrozil results in increased activity of LPL protein] which results in decreased abundance of Triglycerides|Gemfibrozil results in increased activity of LPL protein,9006809
3672,D007052,Ibuprofen,LPL,4023,Pimephales promelas,90988,Ibuprofen results in decreased expression of LPL mRNA,28201806
3712,C016517,indole-3-carbinol,LPL,4023,Rattus norvegicus,10116,indole-3-carbinol affects the expression of LPL mRNA,21396975
3715,D007213,Indomethacin,LPL,4023,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of LPL mRNA,28628672
3715,D007213,Indomethacin,LPL,4023,Homo sapiens,9606,T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA]|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA|T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA],23086663
3715,D007213,Indomethacin,LPL,4023,Mus musculus,10090,Indomethacin inhibits the reaction [APC gene mutant form results in decreased expression of LPL mRNA],17546600
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,"[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with triphenyl phosphate] results in increased expression of LPL mRNA|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Firemaster 550] results in increased expression of LPL protein|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Troglitazone] results in increased expression of LPL protein|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Dexamethasone] results in increased expression of LPL protein|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with triphenyl phosphate analog] results in increased expression of LPL protein|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with bis(2-ethylhexyl) 2,3,4,5-tetrabromophthalate] results in increased expression of LPL mRNA|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with Firemaster 550] results in increased expression of LPL mRNA|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with triphenyl phosphate] results in increased expression of LPL protein|[1-Methyl-3-isobutylxanthine co-treated with INS protein co-treated with triphenyl phosphate analog] results in increased expression of LPL mRNA",28437481
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,[1-Methyl-3-isobutylxanthine co-treated with Troglitazone co-treated with INS protein] results in increased expression of LPL mRNA,27003841
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,1-Methyl-3-isobutylxanthine results in increased expression of LPL mRNA|aloe emodin inhibits the reaction [1-Methyl-3-isobutylxanthine results in increased expression of LPL mRNA],22645054
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,[bisphenol F co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA|[bisphenol F co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein|[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein|[bis(4-hydroxyphenyl)sulfone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in decreased expression of LPL protein|[bis(4-hydroxyphenyl)sulfone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA,33865937
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,Rosiglitazone promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA]|[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA,19186324
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of LPL mRNA,28628672
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA]|T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA]|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA|T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA]|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LPL mRNA|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA|T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA]|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA,23086663
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA,20206132|33865937
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,TGFB1 protein inhibits the reaction [[Rosiglitazone co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA],20206132
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Homo sapiens,9606,[Vitamin D co-treated with bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] affects the expression of LPL mRNA,33836827
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased expression of LPL mRNA,26820058
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,Acrylamide inhibits the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA]|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LPL mRNA,30409764
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,2-chloro-5-nitrobenzanilide inhibits the reaction [[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA]|[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA|2-chloro-5-nitrobenzanilide inhibits the reaction [[bis(4-hydroxyphenyl)sulfone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein]|2-chloro-5-nitrobenzanilide inhibits the reaction [[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein]|2-chloro-5-nitrobenzanilide inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein]|[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein|2-chloro-5-nitrobenzanilide inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA]|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA|[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA|[bis(4-hydroxyphenyl)sulfone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA|[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein|2-chloro-5-nitrobenzanilide inhibits the reaction [[bis(4-hydroxyphenyl)sulfone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL mRNA]|[bis(4-hydroxyphenyl)sulfone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LPL protein,27273607
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,Rosiglitazone promotes the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA]|[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of LPL mRNA|2-chloro-5-nitrobenzanilide inhibits the reaction [[Dexamethasone co-treated with INS1 protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with perfluorooctanoic acid] results in increased expression of LPL mRNA],29094436
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,[bisphenol A co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of LPL mRNA,30665118
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,Diethylhexyl Phthalate promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA]|bisphenol A inhibits the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA]|tributyltin promotes the reaction [[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL mRNA],22197818
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of LPL mRNA|Glycyrrhizic Acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of LPL mRNA],34302803
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,[Dexamethasone co-treated with Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of LPL mRNA|Tetrachlorodibenzodioxin inhibits the reaction [[Dexamethasone co-treated with Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS1 protein] results in increased expression of LPL mRNA],16054899
3758,D015056,1-Methyl-3-isobutylxanthine,LPL,4023,Mus musculus,10090,rotenoisin A inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL protein]|[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LPL protein,30446312
3779,D007545,Isoproterenol,LPL,4023,Mus musculus,10090,Isoproterenol results in decreased expression of LPL mRNA,21335049
3779,D007545,Isoproterenol,LPL,4023,Rattus norvegicus,10116,Isoproterenol results in increased expression of LPL mRNA|cirazoline promotes the reaction [Isoproterenol results in increased expression of LPL mRNA],9032464
3779,D007545,Isoproterenol,LPL,4023,Rattus norvegicus,10116,Isoproterenol results in decreased activity of LPL protein|naringin inhibits the reaction [Isoproterenol results in decreased activity of LPL protein],16906524
3899,D000077339,Leflunomide,LPL,4023,Rattus norvegicus,10116,Leflunomide results in increased expression of LPL mRNA,24136188
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LPL,4023,Homo sapiens,9606,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LPL protein promotes the reaction [IFNG protein results in increased expression of GBP1 mRNA]]|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LPL protein promotes the reaction [IFNG protein results in increased expression of ICAM1 mRNA]],15994321
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LPL,4023,Mus musculus,10090,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [bisphenol A results in increased expression of LPL mRNA],15659569
4098,D008701,Methapyrilene,LPL,4023,Rattus norvegicus,10116,Methapyrilene results in increased expression of LPL mRNA,28935588
4261,C118739,entinostat,LPL,4023,Homo sapiens,9606,entinostat results in decreased expression of LPL mRNA,27188386
4463,D019829,Nevirapine,LPL,4023,Homo sapiens,9606,Nevirapine results in increased expression of LPL mRNA,21619898
4601,D009966,Orphenadrine,LPL,4023,Rattus norvegicus,10116,Orphenadrine affects the expression of LPL mRNA,23665939
4763,D010634,Phenobarbital,LPL,4023,Mus musculus,10090,[Diethylnitrosamine co-treated with Phenobarbital] results in increased expression of LPL mRNA,24535843
4763,D010634,Phenobarbital,LPL,4023,Mus musculus,10090,NR1I3 protein affects the reaction [Phenobarbital results in increased expression of LPL mRNA],19482888
4763,D010634,Phenobarbital,LPL,4023,Mus musculus,10090,Phenobarbital affects the expression of LPL mRNA,19136022|23091169
4763,D010634,Phenobarbital,LPL,4023,Mus musculus,10090,Phenobarbital results in increased expression of LPL mRNA,19482888|31836555
4763,D010634,Phenobarbital,LPL,4023,Rattus norvegicus,10116,Phenobarbital results in increased expression of LPL mRNA,22008526|22008536
4858,C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",LPL,4023,Rattus norvegicus,10116,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride results in increased expression of LPL mRNA",18815186
4873,D011189,Potassium Chloride,LPL,4023,Homo sapiens,9606,LPL protein results in increased susceptibility to Potassium Chloride,11786490
4873,D011189,Potassium Chloride,LPL,4023,Rattus norvegicus,10116,"[Desoxycorticosterone Acetate co-treated with Sodium Chloride, Dietary co-treated with Potassium Chloride] results in decreased expression of LPL mRNA",22228705
4893,D011224,Prazosin,LPL,4023,Rattus norvegicus,10116,Prazosin inhibits the reaction [Norepinephrine results in increased expression of LPL mRNA],9032464
4946,D011433,Propranolol,LPL,4023,Rattus norvegicus,10116,Propranolol inhibits the reaction [Norepinephrine results in increased expression of LPL mRNA],9032464
