cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
880,D011765,Pyruvaldehyde,PPARGC1A,10891,Mus musculus,10090,[Pyruvaldehyde co-treated with pimagedine] results in increased expression of PPARGC1A protein|[Pyruvaldehyde co-treated with honokiol] results in increased expression of PPARGC1A protein,26723916
880,D011765,Pyruvaldehyde,PPARGC1A,10891,Rattus norvegicus,10116,[magnolol co-treated with Pyruvaldehyde] results in increased expression of PPARGC1A protein|[pimagedine co-treated with Pyruvaldehyde] results in increased expression of PPARGC1A protein,28919305
890,D010833,Phytic Acid,PPARGC1A,10891,Mus musculus,10090,[Resveratrol co-treated with Quercetin co-treated with Phytic Acid] results in increased expression of PPARGC1A mRNA,18657603
896,D008550,Melatonin,PPARGC1A,10891,Homo sapiens,9606,sirtinol inhibits the reaction [Melatonin inhibits the reaction [Cadmium Chloride results in increased acetylation of PPARGC1A protein]]|Melatonin inhibits the reaction [Cadmium results in increased acetylation of PPARGC1A protein]|luzindole inhibits the reaction [Melatonin inhibits the reaction [Cadmium results in increased acetylation of PPARGC1A protein]]|sirtinol inhibits the reaction [Melatonin inhibits the reaction [Cadmium results in increased acetylation of PPARGC1A protein]]|luzindole inhibits the reaction [Melatonin inhibits the reaction [Cadmium Chloride results in increased acetylation of PPARGC1A protein]]|Melatonin inhibits the reaction [Cadmium Chloride results in increased acetylation of PPARGC1A protein],25159133
896,D008550,Melatonin,PPARGC1A,10891,Homo sapiens,9606,Melatonin results in increased expression of PPARGC1A mRNA,33962019
896,D008550,Melatonin,PPARGC1A,10891,Mus musculus,10090,Melatonin inhibits the reaction [Cisplatin results in decreased expression of PPARGC1A protein],34428482
896,D008550,Melatonin,PPARGC1A,10891,Rattus norvegicus,10116,Melatonin inhibits the reaction [Carbon Tetrachloride results in decreased expression of PPARGC1A protein],26882442
896,D008550,Melatonin,PPARGC1A,10891,Rattus norvegicus,10116,Melatonin inhibits the reaction [Doxorubicin results in decreased expression of PPARGC1A protein],29966675
935,D009532,Nickel,PPARGC1A,10891,Homo sapiens,9606,Nickel results in decreased expression of PPARGC1A mRNA,24768652|25583101
936,D009536,Niacinamide,PPARGC1A,10891,Gallus gallus,9031,Niacinamide results in increased stability of PPARGC1A protein|Niacinamide inhibits the reaction [Tetrachlorodibenzodioxin results in increased acetylation of and results in decreased expression of PPARGC1A protein],20876576
936,D009536,Niacinamide,PPARGC1A,10891,Homo sapiens,9606,Niacinamide results in increased acetylation of PPARGC1A protein,19071085
936,D009536,Niacinamide,PPARGC1A,10891,Mus musculus,10090,[Niacinamide results in decreased activity of SIRT1 protein] inhibits the reaction [SIRT1 protein results in increased expression of PPARGC1A mRNA],23891692
936,D009536,Niacinamide,PPARGC1A,10891,Rattus norvegicus,10116,[Niacinamide results in decreased activity of SIRT1 protein] which results in increased acetylation of PPARGC1A protein,23422569
938,D009525,Niacin,PPARGC1A,10891,Homo sapiens,9606,Niacin results in increased expression of PPARGC1A mRNA,23056435
946,D009573,Nitrites,PPARGC1A,10891,Rattus norvegicus,10116,[Nitrites co-treated with Oxygen deficiency] results in increased expression of and results in decreased acetylation of PPARGC1A protein|[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA|PRKAA2 mutant form inhibits the reaction [[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA]|splitomicin inhibits the reaction [[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA],22892143
970,D062907,Oxaloacetic Acid,PPARGC1A,10891,Homo sapiens,9606,Oxaloacetic Acid results in increased expression of PPARGC1A mRNA,23056435|26811028
970,D062907,Oxaloacetic Acid,PPARGC1A,10891,Homo sapiens,9606,Oxaloacetic Acid results in increased expression of PPARGC1A protein,26811028
977,D010100,Oxygen,PPARGC1A,10891,Homo sapiens,9606,HIF1A gene mutant form inhibits the reaction [Oxygen deficiency results in decreased expression of PPARGC1A protein]|Oxygen deficiency results in decreased expression of PPARGC1A protein|EPAS1 gene mutant form inhibits the reaction [Oxygen deficiency results in decreased expression of PPARGC1A protein],24503013
977,D010100,Oxygen,PPARGC1A,10891,Mus musculus,10090,genipin inhibits the reaction [[Blood Glucose deficiency co-treated with Oxygen deficiency] results in decreased expression of PPARGC1A protein]|sirtinol inhibits the reaction [genipin inhibits the reaction [[Blood Glucose deficiency co-treated with Oxygen deficiency] results in decreased expression of PPARGC1A protein]]|[Blood Glucose deficiency co-treated with Oxygen deficiency] results in decreased expression of PPARGC1A protein,28477916
977,D010100,Oxygen,PPARGC1A,10891,Mus musculus,10090,Rosiglitazone inhibits the reaction [Oxygen deficiency results in decreased expression of PPARGC1A mRNA]|Oxygen deficiency results in decreased expression of PPARGC1A protein|Oxygen deficiency results in decreased expression of PPARGC1A mRNA,21113404
977,D010100,Oxygen,PPARGC1A,10891,Mus musculus,10090,Oxygen deficiency results in increased expression of PPARGC1A mRNA,23539316
977,D010100,Oxygen,PPARGC1A,10891,Rattus norvegicus,10116,dorsomorphin inhibits the reaction [sappanone A inhibits the reaction [[Oxygen deficiency co-treated with Oxygen] results in decreased expression of PPARGC1A protein]]|sappanone A inhibits the reaction [[Oxygen deficiency co-treated with Oxygen] results in decreased expression of PPARGC1A protein]|[Oxygen deficiency co-treated with Oxygen] results in decreased expression of PPARGC1A protein,34358556
977,D010100,Oxygen,PPARGC1A,10891,Rattus norvegicus,10116,[Nitrites co-treated with Oxygen deficiency] results in increased expression of and results in decreased acetylation of PPARGC1A protein|[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA|PRKAA2 mutant form inhibits the reaction [[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA]|splitomicin inhibits the reaction [[Nitrites co-treated with Oxygen deficiency] results in increased expression of PPARGC1A mRNA],22892143
977,D010100,Oxygen,PPARGC1A,10891,Rattus norvegicus,10116,Rosiglitazone inhibits the reaction [[Oxygen deficiency co-treated with Blood Glucose deficiency] results in decreased expression of PPARGC1A protein]|[Oxygen deficiency co-treated with Blood Glucose deficiency] results in decreased expression of PPARGC1A protein|[Oxygen deficiency co-treated with Blood Glucose deficiency] results in decreased expression of PPARGC1A mRNA|Rosiglitazone inhibits the reaction [[Oxygen deficiency co-treated with Blood Glucose deficiency] results in decreased expression of PPARGC1A mRNA],24898700
985,D019308,Palmitic Acid,PPARGC1A,10891,Homo sapiens,9606,[Fructose co-treated with Palmitic Acid] results in decreased expression of PPARGC1A protein|Fenofibrate inhibits the reaction [[Fructose co-treated with Palmitic Acid] results in decreased expression of PPARGC1A protein],32730863
985,D019308,Palmitic Acid,PPARGC1A,10891,Homo sapiens,9606,Palmitic Acid results in increased expression of PPARGC1A mRNA,23056435
985,D019308,Palmitic Acid,PPARGC1A,10891,Mus musculus,10090,[Oleic Acid co-treated with Palmitic Acid] results in decreased expression of PPARGC1A mRNA|FOXO1 protein affects the reaction [[Oleic Acid co-treated with Palmitic Acid] results in decreased expression of PPARGC1A mRNA],26847930
991,D010278,Parathion,PPARGC1A,10891,Mus musculus,10090,Parathion results in increased expression of PPARGC1A mRNA,34813904
992,D010416,Pentachlorophenol,PPARGC1A,10891,Mus musculus,10090,Pentachlorophenol results in increased expression of PPARGC1A mRNA,23892564
1024,D045542,PQQ Cofactor,PPARGC1A,10891,Homo sapiens,9606,PQQ Cofactor inhibits the reaction [Rotenone results in decreased expression of PPARGC1A protein]|PQQ Cofactor inhibits the reaction [Rotenone results in decreased expression of PPARGC1A mRNA],30240821
1024,D045542,PQQ Cofactor,PPARGC1A,10891,Homo sapiens,9606,PQQ Cofactor results in increased expression of PPARGC1A mRNA,28578007
1024,D045542,PQQ Cofactor,PPARGC1A,10891,Rattus norvegicus,10116,PQQ Cofactor results in increased expression of PPARGC1A mRNA|PQQ Cofactor promotes the reaction [Rotenone results in increased expression of PPARGC1A mRNA],25843018
1032,C029658,propionic acid,PPARGC1A,10891,Homo sapiens,9606,propionic acid results in increased expression of PPARGC1A mRNA|propionic acid results in increased expression of PPARGC1A protein,31526819
1048,C031280,pyrazole,PPARGC1A,10891,Mus musculus,10090,pyrazole results in decreased expression of PPARGC1A mRNA,17945193
1054,D011736,Pyridoxine,PPARGC1A,10891,Homo sapiens,9606,Pyridoxine results in increased expression of PPARGC1A mRNA,23056435
1060,D019289,Pyruvic Acid,PPARGC1A,10891,Homo sapiens,9606,[Pyruvic Acid co-treated with Glucose] results in decreased acetylation of PPARGC1A protein,19071085
1060,D019289,Pyruvic Acid,PPARGC1A,10891,Mus musculus,10090,SIRT1 mRNA affects the reaction [Pyruvic Acid inhibits the reaction [PPARGC1A protein promotes the reaction [Pregnenolone Carbonitrile results in increased expression of CYP3A11 mRNA]]]|Pyruvic Acid inhibits the reaction [PPARGC1A protein promotes the reaction [Pregnenolone Carbonitrile results in increased expression of CYP3A11 mRNA]],21933665
1119,D013458,Sulfur Dioxide,PPARGC1A,10891,Rattus norvegicus,10116,Sulfur Dioxide results in decreased expression of PPARGC1A protein|Sulfur Dioxide results in decreased expression of PPARGC1A mRNA,26980303
1123,D013654,Taurine,PPARGC1A,10891,Mus musculus,10090,Taurine inhibits the reaction [Arsenic Trioxide results in increased expression of PPARGC1A mRNA],30362509
1123,D013654,Taurine,PPARGC1A,10891,Rattus norvegicus,10116,[Taurine co-treated with Sodium Glutamate] results in increased expression of PPARGC1A protein|[Taurine co-treated with Sodium Glutamate] results in increased expression of PPARGC1A mRNA|Taurine promotes the reaction [Sodium Glutamate results in increased expression of PPARGC1A protein],25211138
1322,D019813,"1,2-Dimethylhydrazine",PPARGC1A,10891,Mus musculus,10090,"1,2-Dimethylhydrazine results in decreased expression of PPARGC1A mRNA",22206623
1388,D015632,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine",PPARGC1A,10891,Mus musculus,10090,"1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in decreased expression of PPARGC1A mRNA|1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in decreased expression of PPARGC1A mRNA alternative form",30236862
1456,C095284,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",PPARGC1A,10891,Homo sapiens,9606,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one inhibits the reaction [Resveratrol results in increased expression of PPARGC1A mRNA]|1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one inhibits the reaction [S-nitro-N-acetylpenicillamine results in increased expression of PPARGC1A mRNA]",24041027
1456,C095284,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",PPARGC1A,10891,Rattus norvegicus,10116,"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one inhibits the reaction [Carbon Monoxide results in increased expression of PPARGC1A protein]",17179207
1983,D000082,Acetaminophen,PPARGC1A,10891,Homo sapiens,9606,Acetaminophen results in decreased expression of PPARGC1A mRNA,29067470
1983,D000082,Acetaminophen,PPARGC1A,10891,Mus musculus,10090,SRT1720 affects the reaction [Acetaminophen affects the expression of PPARGC1A protein]|Acetaminophen affects the expression of and affects the localization of PPARGC1A protein,28827156
1983,D000082,Acetaminophen,PPARGC1A,10891,Mus musculus,10090,Acetaminophen affects the expression of PPARGC1A mRNA,17562736
1983,D000082,Acetaminophen,PPARGC1A,10891,Mus musculus,10090,Acetaminophen results in increased expression of PPARGC1A protein,33271250
2051,C101044,RTKI cpd,PPARGC1A,10891,Oryctolagus cuniculus,9986,RTKI cpd inhibits the reaction [tert-Butylhydroperoxide results in increased expression of PPARGC1A protein],17116659
2083,D000420,Albuterol,PPARGC1A,10891,Mus musculus,10090,Albuterol results in increased expression of PPARGC1A mRNA,17446185
2146,C004479,pimagedine,PPARGC1A,10891,Mus musculus,10090,[Pyruvaldehyde co-treated with pimagedine] results in increased expression of PPARGC1A protein,26723916
2146,C004479,pimagedine,PPARGC1A,10891,Rattus norvegicus,10116,[pimagedine co-treated with Pyruvaldehyde] results in increased expression of PPARGC1A protein,28919305
2148,D011084,Polycyclic Aromatic Hydrocarbons,PPARGC1A,10891,Homo sapiens,9606,[[Gasoline co-treated with isobutyl alcohol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in decreased expression of PPARGC1A mRNA|[[Gasoline co-treated with 1-Butanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in decreased expression of PPARGC1A mRNA,29432896
2157,D000638,Amiodarone,PPARGC1A,10891,Homo sapiens,9606,Amiodarone results in increased expression of PPARGC1A mRNA,27089845
2236,C000228,aristolochic acid I,PPARGC1A,10891,Homo sapiens,9606,aristolochic acid I results in decreased expression of PPARGC1A mRNA,33212167
2256,D001280,Atrazine,PPARGC1A,10891,Homo sapiens,9606,Atrazine results in decreased expression of PPARGC1A mRNA,22378314|27114639
2256,D001280,Atrazine,PPARGC1A,10891,Rattus norvegicus,10116,Atrazine results in increased expression of PPARGC1A mRNA,27114639
2336,D001564,Benzo(a)pyrene,PPARGC1A,10891,Danio rerio,7955,Benzo(a)pyrene results in decreased expression of PPARGC1A mRNA,26001963
2336,D001564,Benzo(a)pyrene,PPARGC1A,10891,Homo sapiens,9606,Benzo(a)pyrene results in decreased expression of PPARGC1A mRNA,20106945|21632981
2336,D001564,Benzo(a)pyrene,PPARGC1A,10891,Mus musculus,10090,Benzo(a)pyrene results in decreased expression of PPARGC1A mRNA,19770486
2336,D001564,Benzo(a)pyrene,PPARGC1A,10891,Rattus norvegicus,10116,Resveratrol affects the reaction [Benzo(a)pyrene affects the expression of PPARGC1A mRNA]|Resveratrol affects the reaction [Benzo(a)pyrene affects the expression of and affects the phosphorylation of PPARGC1A protein]|Benzo(a)pyrene affects the expression of and affects the phosphorylation of PPARGC1A protein|Benzo(a)pyrene affects the expression of PPARGC1A mRNA,32619457
2337,D016264,Dextran Sulfate,PPARGC1A,10891,Rattus norvegicus,10116,Dextran Sulfate results in decreased expression of PPARGC1A protein|Hesperidin inhibits the reaction [Dextran Sulfate results in decreased expression of PPARGC1A protein],30811821
2347,C027561,butylbenzyl phthalate,PPARGC1A,10891,Homo sapiens,9606,butylbenzyl phthalate results in decreased expression of PPARGC1A mRNA,26520405
2347,C027561,butylbenzyl phthalate,PPARGC1A,10891,Mus musculus,10090,butylbenzyl phthalate affects the expression of PPARGC1A mRNA,27923775
2353,D001599,Berberine,PPARGC1A,10891,Mus musculus,10090,Berberine inhibits the reaction [Ethanol results in decreased expression of PPARGC1A mRNA],25455889
2474,D002045,Bupivacaine,PPARGC1A,10891,Mus musculus,10090,Bupivacaine results in decreased expression of PPARGC1A protein|HSPA12A protein inhibits the reaction [Bupivacaine results in decreased expression of PPARGC1A protein]|Bupivacaine results in increased expression of PPARGC1A mRNA,34793778
2519,D002110,Caffeine,PPARGC1A,10891,Rattus norvegicus,10116,Caffeine results in increased expression of PPARGC1A mRNA,17516843
2554,D002220,Carbamazepine,PPARGC1A,10891,Homo sapiens,9606,Carbamazepine affects the expression of PPARGC1A mRNA,24752500
2585,D000077261,Carvedilol,PPARGC1A,10891,Rattus norvegicus,10116,Carvedilol results in increased expression of PPARGC1A mRNA,18971572
2730,D004390,Chlorpyrifos,PPARGC1A,10891,Homo sapiens,9606,SIRT1 protein inhibits the reaction [Chlorpyrifos results in decreased expression of PPARGC1A mRNA]|SIRT1 protein inhibits the reaction [Chlorpyrifos results in decreased expression of PPARGC1A protein]|Chlorpyrifos results in decreased expression of PPARGC1A protein|Chlorpyrifos results in decreased expression of PPARGC1A mRNA,30835941
2730,D004390,Chlorpyrifos,PPARGC1A,10891,Rattus norvegicus,10116,Chlorpyrifos promotes the reaction [iprodione results in decreased expression of PPARGC1A mRNA]|iprodione promotes the reaction [Chlorpyrifos results in decreased expression of PPARGC1A mRNA]|Chlorpyrifos results in decreased expression of PPARGC1A mRNA,33586219
2750,C039671,ciglitazone,PPARGC1A,10891,Mus musculus,10090,PPARG protein promotes the reaction [ciglitazone results in increased expression of PPARGC1A mRNA]|ciglitazone results in increased expression of PPARGC1A mRNA,16513826
2783,D002976,Clenbuterol,PPARGC1A,10891,Mus musculus,10090,Clenbuterol results in increased expression of PPARGC1A mRNA|Propranolol inhibits the reaction [Clenbuterol results in increased expression of PPARGC1A mRNA],17446185
2796,D002994,Clofibrate,PPARGC1A,10891,Homo sapiens,9606,Clofibrate results in increased expression of PPARGC1A mRNA,27089845
2969,C031071,decanoic acid,PPARGC1A,10891,Homo sapiens,9606,decanoic acid results in increased expression of PPARGC1A mRNA,23056435
3026,D003993,Dibutyl Phthalate,PPARGC1A,10891,Mus musculus,10090,Dibutyl Phthalate results in increased expression of PPARGC1A mRNA,17361019|21266533
3026,D003993,Dibutyl Phthalate,PPARGC1A,10891,Rattus norvegicus,10116,taxifolin inhibits the reaction [Dibutyl Phthalate results in decreased expression of PPARGC1A protein]|Dibutyl Phthalate results in decreased expression of PPARGC1A protein,32525071
3033,D004008,Diclofenac,PPARGC1A,10891,Homo sapiens,9606,Diclofenac affects the expression of PPARGC1A mRNA,24752500
3033,D004008,Diclofenac,PPARGC1A,10891,Mus musculus,10090,Diclofenac results in increased expression of PPARGC1A mRNA,26934552
3035,D003633,Dichlorodiphenyl Dichloroethylene,PPARGC1A,10891,Homo sapiens,9606,Dichlorodiphenyl Dichloroethylene results in increased activity of PPARGC1A protein,27589886
3036,D003634,DDT,PPARGC1A,10891,Mus musculus,10090,DDT promotes the reaction [PPARGC1A protein binds to CYP2B10 promoter],23684557
3121,D014635,Valproic Acid,PPARGC1A,10891,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of PPARGC1A mRNA",27188386
3121,D014635,Valproic Acid,PPARGC1A,10891,Homo sapiens,9606,Valproic Acid affects the expression of PPARGC1A mRNA,25979313
3121,D014635,Valproic Acid,PPARGC1A,10891,Homo sapiens,9606,Valproic Acid results in decreased expression of PPARGC1A mRNA,27089845
3121,D014635,Valproic Acid,PPARGC1A,10891,Homo sapiens,9606,Valproic Acid results in decreased methylation of PPARGC1A gene,29154799
3121,D014635,Valproic Acid,PPARGC1A,10891,Homo sapiens,9606,Valproic Acid results in increased expression of PPARGC1A mRNA,23179753|24383497|26272509|27188386|28001369|29154799
3121,D014635,Valproic Acid,PPARGC1A,10891,Mus musculus,10090,Valproic Acid results in increased expression of PPARGC1A mRNA,24489787
3224,D004726,Endosulfan,PPARGC1A,10891,Rattus norvegicus,10116,Endosulfan results in decreased expression of PPARGC1A mRNA,29391264
3339,D011345,Fenofibrate,PPARGC1A,10891,Homo sapiens,9606,Fenofibrate inhibits the reaction [[Fructose co-treated with Palmitic Acid] results in decreased expression of PPARGC1A protein],32730863
3339,D011345,Fenofibrate,PPARGC1A,10891,Mus musculus,10090,Fenofibrate inhibits the reaction [Zoledronic Acid results in decreased expression of PPARGC1A mRNA],28871336
3343,D005280,Fenoterol,PPARGC1A,10891,Mus musculus,10090,Fenoterol results in increased expression of PPARGC1A mRNA,34601065
3559,D006220,Haloperidol,PPARGC1A,10891,Mus musculus,10090,[Cannabidiol co-treated with Haloperidol] results in increased expression of PPARGC1A protein,30217539
3712,C016517,indole-3-carbinol,PPARGC1A,10891,Rattus norvegicus,10116,indole-3-carbinol affects the expression of PPARGC1A mRNA,21396975
3715,D007213,Indomethacin,PPARGC1A,10891,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bis(4-hydroxyphenyl)sulfone] results in decreased expression of PPARGC1A mRNA,28628672
3715,D007213,Indomethacin,PPARGC1A,10891,Mus musculus,10090,[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A protein|[BMP7 protein co-treated with INS1 protein co-treated with Triiodothyronine co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with Nicotine] affects the expression of PPARGC1A mRNA,33091441
3758,D015056,1-Methyl-3-isobutylxanthine,PPARGC1A,10891,Homo sapiens,9606,"[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone co-treated with 4,4'-hexafluorisopropylidene diphenol] results in increased expression of PPARGC1A mRNA|[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone] results in increased expression of PPARGC1A mRNA",31596606
