cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
864,D008063,Thioctic Acid,LEP,3952,Mus musculus,10090,Thioctic Acid results in decreased expression of LEP mRNA|Thioctic Acid results in decreased expression of LEP protein|Thioctic Acid results in decreased secretion of LEP protein,21351249
896,D008550,Melatonin,LEP,3952,Homo sapiens,9606,Melatonin results in decreased expression of LEP mRNA,20738756
896,D008550,Melatonin,LEP,3952,Rattus norvegicus,10116,Melatonin results in decreased expression of LEP protein,19028472
935,D009532,Nickel,LEP,3952,Homo sapiens,9606,Nickel results in decreased expression of LEP mRNA,25583101
938,D009525,Niacin,LEP,3952,Homo sapiens,9606,Niacin results in increased expression of LEP protein,16887123
938,D009525,Niacin,LEP,3952,Mus musculus,10090,Niacin results in increased expression of LEP mRNA,21236357
938,D009525,Niacin,LEP,3952,Oryctolagus cuniculus,9986,Niacin inhibits the reaction [Cholesterol results in increased expression of LEP protein]|Niacin inhibits the reaction [Cholesterol results in increased expression of LEP mRNA],18402819
977,D010100,Oxygen,LEP,3952,Homo sapiens,9606,Oxygen deficiency results in increased expression of LEP mRNA,12032628|23466666
977,D010100,Oxygen,LEP,3952,Homo sapiens,9606,Oxygen deficiency results in increased secretion of LEP protein,12032628
977,D010100,Oxygen,LEP,3952,Mus musculus,10090,Oxygen deficiency results in decreased expression of LEP mRNA,21531777|23539316
977,D010100,Oxygen,LEP,3952,Mus musculus,10090,Oxygen deficiency results in decreased expression of LEP protein,23539316
985,D019308,Palmitic Acid,LEP,3952,Mus musculus,10090,[sodium arsenite co-treated with Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA|[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA|[sodium arsenite co-treated with Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of and results in decreased secretion of LEP protein|[Palmitic Acid co-treated with sodium arsenite] results in decreased expression of LEP mRNA|[Palmitic Acid co-treated with sodium arsenite] results in decreased expression of LEP protein|Palmitic Acid inhibits the reaction [sodium arsenite results in decreased secretion of LEP protein]|Palmitic Acid results in decreased expression of LEP protein|sodium arsenite promotes the reaction [[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA]|[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased secretion of LEP protein|Palmitic Acid results in decreased expression of LEP mRNA,34968464
991,D010278,Parathion,LEP,3952,Homo sapiens,9606,Parathion results in increased methylation of LEP promoter,22847954
1060,D019289,Pyruvic Acid,LEP,3952,Rattus norvegicus,10116,INS1 protein promotes the reaction [Pyruvic Acid results in increased secretion of LEP protein]|Pyruvic Acid results in increased secretion of LEP protein,10780946
1061,D010710,Phosphates,LEP,3952,Mus musculus,10090,LEP protein results in decreased abundance of Phosphates,14657008
1329,C051360,"1,3-dipropyl-8-cyclopentylxanthine",LEP,3952,Rattus norvegicus,10116,"1,3-dipropyl-8-cyclopentylxanthine inhibits the reaction [Dipyridamole results in increased expression of LEP protein]",10746648
1355,C015068,1-(3-chlorophenyl)piperazine,LEP,3952,Mus musculus,10090,"1-(3-chlorophenyl)piperazine inhibits the reaction [Corticosterone results in decreased expression of LEP protein]|8-(5-(5-amino-2,4-dimethoxyphenyl)-5-oxopentyl)-1,3,8-triazaspiro(4.5)decane-2,4-dione inhibits the reaction [1-(3-chlorophenyl)piperazine inhibits the reaction [Corticosterone results in decreased expression of LEP protein]]",28186389
1392,C026659,edelfosine,LEP,3952,Mus musculus,10090,edelfosine inhibits the reaction [LEP protein results in increased transport of Calcium],20107083
1493,D019297,"2,4-Dinitrophenol",LEP,3952,Mus musculus,10090,"[2,4-Dinitrophenol co-treated with Dietary Fats] affects the expression of LEP mRNA",24872412
1598,C109986,2-aminoethoxydiphenyl borate,LEP,3952,Mus musculus,10090,2-aminoethoxydiphenyl borate inhibits the reaction [LEP protein results in increased transport of Calcium],20107083
1615,D018817,"N-Methyl-3,4-methylenedioxyamphetamine",LEP,3952,Rattus norvegicus,10116,"N-Methyl-3,4-methylenedioxyamphetamine affects the expression of LEP protein",17910739
1645,C025160,3-aminobenzamide,LEP,3952,Rattus norvegicus,10116,3-aminobenzamide results in increased expression of LEP mRNA,18815186
1752,C041594,4-nonylphenol,LEP,3952,Rattus norvegicus,10116,4-nonylphenol results in increased expression of LEP protein,24388992
1983,D000082,Acetaminophen,LEP,3952,Homo sapiens,9606,Acetaminophen results in decreased expression of LEP mRNA,26690555
1983,D000082,Acetaminophen,LEP,3952,Mus musculus,10090,Acetaminophen affects the expression of LEP mRNA,17562736
1983,D000082,Acetaminophen,LEP,3952,Mus musculus,10090,PPARA affects the reaction [[Clofibrate co-treated with Acetaminophen] affects the expression of LEP mRNA]|[Clofibrate co-treated with Acetaminophen] affects the expression of LEP mRNA,17585979
2125,C103505,AM 251,LEP,3952,Mus musculus,10090,AM 251 inhibits the reaction [LEP gene mutant form results in decreased secretion of POMC protein modified form]|AM 251 inhibits the reaction [LEP gene mutant form results in decreased expression of POMC protein]|AM 251 inhibits the reaction [LEP gene mutant form results in increased expression of FOS protein]|AM 251 inhibits the reaction [LEP gene mutant form results in increased expression of HCRT protein modified form]|AM 251 inhibits the reaction [LEP gene mutant form results in decreased expression of POMC mRNA],27071101
2162,D017311,Amlodipine,LEP,3952,Homo sapiens,9606,Amlodipine results in decreased expression of LEP,19059660
2162,D017311,Amlodipine,LEP,3952,Homo sapiens,9606,Amlodipine results in decreased expression of LEP protein,18199500
2214,C056165,acetovanillone,LEP,3952,Mus musculus,10090,acetovanillone inhibits the reaction [LEP protein results in increased abundance of Superoxides]|acetovanillone inhibits the reaction [LEP protein results in increased expression of NCF1 protein]|acetovanillone inhibits the reaction [LEP protein results in increased expression of NCF2 protein]|acetovanillone inhibits the reaction [LEP protein affects the abundance of Calcium],16380530
2244,D001241,Aspirin,LEP,3952,Rattus norvegicus,10116,"[lipopolysaccharide, Helicobacter pylori co-treated with Aspirin] results in increased expression of LEP protein",15024038
2256,D001280,Atrazine,LEP,3952,Danio rerio,7955,Atrazine results in increased expression of LEP mRNA,25929836
2286,C019273,"2,2-bis(4-glycidyloxyphenyl)propane",LEP,3952,Mus musculus,10090,"[2,2-bis(4-glycidyloxyphenyl)propane co-treated with lipopolysaccharide, E coli O55-B5 co-treated with Phlorhizin] affects the expression of LEP mRNA|2,2-bis(4-glycidyloxyphenyl)propane affects the reaction [[cobaltous chloride co-treated with Phloretin] affects the expression of LEP mRNA]|[2,2-bis(4-glycidyloxyphenyl)propane co-treated with lipopolysaccharide, E coli O55-B5] affects the expression of LEP mRNA|[2,2-bis(4-glycidyloxyphenyl)propane co-treated with cobaltous chloride] affects the expression of LEP mRNA|2,2-bis(4-glycidyloxyphenyl)propane affects the reaction [[cobaltous chloride co-treated with lipopolysaccharide, E coli O55-B5 co-treated with Phloretin] results in increased expression of LEP mRNA]|2,2-bis(4-glycidyloxyphenyl)propane affects the reaction [[cobaltous chloride co-treated with Phlorhizin] affects the expression of LEP mRNA]|2,2-bis(4-glycidyloxyphenyl)propane affects the reaction [[lipopolysaccharide, E coli O55-B5 co-treated with Phloretin] affects the expression of LEP mRNA]",32408695
2286,C019273,"2,2-bis(4-glycidyloxyphenyl)propane",LEP,3952,Mus musculus,10090,"2,2-bis(4-glycidyloxyphenyl)propane results in increased expression of LEP mRNA",22763116
2336,D001564,Benzo(a)pyrene,LEP,3952,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of LEP intron,30157460
2337,D016264,Dextran Sulfate,LEP,3952,Mus musculus,10090,[Azoxymethane co-treated with Dextran Sulfate] results in increased expression of LEP mRNA|[Azoxymethane co-treated with Dextran Sulfate] results in increased expression of LEP protein,19931517
2361,D019324,beta-Naphthoflavone,LEP,3952,Homo sapiens,9606,beta-Naphthoflavone results in decreased expression of LEP mRNA,32858204
2519,D002110,Caffeine,LEP,3952,Homo sapiens,9606,2-(4-(2-carboxyethyl)phenethylamino)-5'-N-ethylcarboxamidoadenosine inhibits the reaction [Caffeine results in decreased expression of LEP mRNA]|Colforsin inhibits the reaction [Caffeine results in decreased expression of LEP mRNA]|Caffeine results in decreased expression of LEP mRNA|Caffeine results in decreased expression of LEP protein,26367767
2519,D002110,Caffeine,LEP,3952,Mus musculus,10090,Caffeine results in decreased expression of LEP mRNA,23727198
2519,D002110,Caffeine,LEP,3952,Rattus norvegicus,10116,Caffeine results in decreased expression of LEP mRNA,23727198|26367767
2541,C081643,candesartan,LEP,3952,Homo sapiens,9606,Ramipril promotes the reaction [candesartan results in increased expression of LEP]|candesartan promotes the reaction [Ramipril results in increased expression of LEP],17483542
2541,C081643,candesartan,LEP,3952,Homo sapiens,9606,candesartan results in decreased expression of LEP,19059660
2541,C081643,candesartan,LEP,3952,Rattus norvegicus,10116,LEP protein results in increased susceptibility to candesartan,21287150
2603,D002258,Carbonyl Cyanide m-Chlorophenyl Hydrazone,LEP,3952,Homo sapiens,9606,Carbonyl Cyanide m-Chlorophenyl Hydrazone inhibits the reaction [LEP protein results in increased chemical synthesis of Reactive Oxygen Species]|Carbonyl Cyanide m-Chlorophenyl Hydrazone results in decreased susceptibility to LEP protein,11342529
2719,D002738,Chloroquine,LEP,3952,Mus musculus,10090,"Chloroquine inhibits the reaction [lipopolysaccharide, Escherichia coli O111 B4 results in increased secretion of LEP protein]",22341560
2726,D002746,Chlorpromazine,LEP,3952,Rattus norvegicus,10116,Chlorpromazine results in increased expression of LEP protein,17512020
2730,D004390,Chlorpyrifos,LEP,3952,Homo sapiens,9606,Chlorpyrifos results in increased expression of LEP mRNA,30879083
2730,D004390,Chlorpyrifos,LEP,3952,Rattus norvegicus,10116,Chlorpyrifos results in decreased expression of LEP protein,33994353
2758,D000077591,Eucalyptol,LEP,3952,Mus musculus,10090,Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of PXN protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of TLN1 protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of RHOA protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of SRC protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of ROCK1 protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of VCL protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased abundance of Blood Glucose]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of PTK2 protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of CDC42 protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of CTTN protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of PXN protein modified form]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of EZR protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of VCL protein modified form]|Eucalyptol inhibits the reaction [LEP gene mutant form results in decreased expression of SYNPO protein]|Eucalyptol inhibits the reaction [LEP gene mutant form results in increased expression of RAC1 protein],31483951
2796,D002994,Clofibrate,LEP,3952,Mus musculus,10090,PPARA affects the reaction [[Clofibrate co-treated with Acetaminophen] affects the expression of LEP mRNA]|[Clofibrate co-treated with Acetaminophen] affects the expression of LEP mRNA,17585979
2796,D002994,Clofibrate,LEP,3952,Rattus norvegicus,10116,[Alitretinoin co-treated with Clofibrate] results in increased expression of LEP protein,9751766
2973,D003676,Deferoxamine,LEP,3952,Homo sapiens,9606,Deferoxamine results in increased secretion of LEP protein|Deferoxamine results in increased expression of LEP mRNA,12032628
3019,D003981,Diazoxide,LEP,3952,Rattus norvegicus,10116,Diazoxide inhibits the reaction [[Glucose co-treated with INS1 protein] results in increased secretion of LEP protein]|Diazoxide results in decreased secretion of LEP protein,10780946
3035,D003633,Dichlorodiphenyl Dichloroethylene,LEP,3952,Homo sapiens,9606,Dichlorodiphenyl Dichloroethylene promotes the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of LEP mRNA],26200599
3035,D003633,Dichlorodiphenyl Dichloroethylene,LEP,3952,Mus musculus,10090,Dichlorodiphenyl Dichloroethylene results in increased secretion of LEP protein,21044676
3036,D003634,DDT,LEP,3952,Homo sapiens,9606,DDT results in increased expression of LEP mRNA,25014179
3101,C007517,diphenyleneiodonium,LEP,3952,Homo sapiens,9606,diphenyleneiodonium inhibits the reaction [Nelfinavir results in decreased expression of LEP protein]|diphenyleneiodonium inhibits the reaction [Lopinavir results in decreased expression of LEP protein]|diphenyleneiodonium inhibits the reaction [Ritonavir results in decreased expression of LEP protein]|diphenyleneiodonium inhibits the reaction [Indinavir results in decreased expression of LEP protein],17668557
3108,D004176,Dipyridamole,LEP,3952,Rattus norvegicus,10116,"Dipyridamole results in increased expression of LEP protein|1,3-dipropyl-8-cyclopentylxanthine inhibits the reaction [Dipyridamole results in increased expression of LEP protein]",10746648
3339,D011345,Fenofibrate,LEP,3952,Homo sapiens,9606,Fenofibrate inhibits the reaction [Arsenic Trioxide results in decreased expression of and results in decreased secretion of LEP protein],32929351
3339,D011345,Fenofibrate,LEP,3952,Rattus norvegicus,10116,[Fenofibrate co-treated with Resveratrol] inhibits the reaction [Fructose results in increased expression of LEP mRNA]|Fenofibrate inhibits the reaction [Fructose results in increased expression of LEP mRNA],26973390
3343,D005280,Fenoterol,LEP,3952,Homo sapiens,9606,Fenoterol results in decreased secretion of LEP protein,11022189
3347,C017690,fenvalerate,LEP,3952,Rattus norvegicus,10116,fenvalerate results in increased expression of LEP mRNA,30307764
3371,D005439,Flufenamic Acid,LEP,3952,Mus musculus,10090,Flufenamic Acid inhibits the reaction [LEP protein results in increased transport of Calcium],20107083
3397,D005485,Flutamide,LEP,3952,Rattus norvegicus,10116,Flutamide results in decreased expression of LEP protein,25051504
3463,D015248,Gemfibrozil,LEP,3952,Rattus norvegicus,10116,Gemfibrozil results in increased expression of LEP protein|Gemfibrozil results in decreased expression of LEP protein,25051504
3467,D005839,Gentamicins,LEP,3952,Rattus norvegicus,10116,Gentamicins results in increased expression of LEP mRNA,33387578
3496,C010974,glyphosate,LEP,3952,Salmo trutta,8032,glyphosate results in increased expression of LEP mRNA,25636363
3715,D007213,Indomethacin,LEP,3952,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of LEP mRNA,28628672
3715,D007213,Indomethacin,LEP,3952,Homo sapiens,9606,T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA]|T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA]|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA,23086663
3715,D007213,Indomethacin,LEP,3952,Rattus norvegicus,10116,BQ 610 inhibits the reaction [Indomethacin results in increased expression of LEP protein]|EDN1 protein promotes the reaction [Indomethacin results in increased expression of LEP protein],16280098
3715,D007213,Indomethacin,LEP,3952,Rattus norvegicus,10116,Indomethacin results in increased expression of LEP protein,16280098|25051504
3715,D007213,Indomethacin,LEP,3952,Rattus norvegicus,10116,LEP protein inhibits the reaction [Indomethacin results in decreased activity of GSR protein],18181030
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Homo sapiens,9606,Dichlorodiphenyl Dichloroethylene promotes the reaction [[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of LEP mRNA]|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased expression of LEP mRNA,26200599
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Homo sapiens,9606,"[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone] results in increased expression of LEP mRNA|4,4'-hexafluorisopropylidene diphenol inhibits the reaction [[INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Rosiglitazone] results in increased expression of LEP mRNA]",31596606
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Homo sapiens,9606,[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased expression of LEP mRNA,19186324
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin] results in increased expression of LEP mRNA,28628672
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Homo sapiens,9606,T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LEP mRNA]|T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA]|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LEP mRNA|[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LEP mRNA|T 0070907 inhibits the reaction [[triflumizol co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA]|T 0070907 inhibits the reaction [[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in increased expression of LEP mRNA]|[Rosiglitazone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with Indomethacin co-treated with INS protein] results in increased expression of LEP mRNA,23086663
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Mus musculus,10090,sodium pentaborate inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LEP mRNA]|[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LEP mRNA|boric acid inhibits the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased expression of LEP mRNA],28285642
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Mus musculus,10090,Plant Extracts inhibits the reaction [[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased secretion of LEP protein]|[INS1 protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine] results in increased secretion of LEP protein,27163856
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Mus musculus,10090,[Rosiglitazone affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in decreased expression of LEP mRNA|[licarin A affects the susceptibility to [INS protein co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone]] which results in decreased expression of LEP mRNA,29288687
3758,D015056,1-Methyl-3-isobutylxanthine,LEP,3952,Mus musculus,10090,[sodium arsenite co-treated with Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA|[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA|[sodium arsenite co-treated with Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of and results in decreased secretion of LEP protein|[sodium arsenite co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA|[sodium arsenite co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased secretion of LEP protein|sodium arsenite promotes the reaction [[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased expression of LEP mRNA]|[Palmitic Acid co-treated with 1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS1 protein] results in decreased secretion of LEP protein,34968464
3779,D007545,Isoproterenol,LEP,3952,Homo sapiens,9606,Isoproterenol results in decreased secretion of LEP protein|Propranolol inhibits the reaction [Isoproterenol results in decreased secretion of LEP protein],11022189
3779,D007545,Isoproterenol,LEP,3952,Mus musculus,10090,Isoproterenol results in increased secretion of LEP protein,25111128
3779,D007545,Isoproterenol,LEP,3952,Rattus norvegicus,10116,Isoproterenol results in increased expression of LEP protein|CPU0213 inhibits the reaction [Isoproterenol results in increased expression of LEP protein],20307649
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LEP,3952,Homo sapiens,9606,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LEP protein results in increased expression of CYP19A1 protein]|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LEP protein results in increased expression of CYP19A1 mRNA],28571770
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LEP,3952,Mus musculus,10090,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LEP protein results in decreased expression of MIR122 mRNA]|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LEP protein results in increased phosphorylation of FOXO1 protein],29248466
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LEP,3952,Mus musculus,10090,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in decreased secretion of LEP protein|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in decreased expression of LEP mRNA,19254925|21351249
3973,C085911,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,LEP,3952,NULL,NULL,2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one results in decreased susceptibility to LEP protein|2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one inhibits the reaction [LEP protein results in decreased abundance of Reactive Oxygen Species],17993459
