cid,chemicalid,chemicalname,genesymbol,geneid,taxname,taxid,interaction,pmids
985,D010168,Palmitates,INS,3630,Homo sapiens,9606,Quercetin inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased chemical synthesis of Nitric Oxide]]|Quercetin inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]|Quercetin inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]]|Sodium Salicylate inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]|Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]|Palmitates inhibits the reaction [INS protein results in increased chemical synthesis of Nitric Oxide]|Palmitates inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]|quercetin 3-O-glucuronide inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]]|quercetin 3-O-glucuronide inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]|quercetin 3-O-glucuronide inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased chemical synthesis of Nitric Oxide]]|Sodium Salicylate inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased chemical synthesis of Nitric Oxide]]|Sodium Salicylate inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]],23504962
985,D010168,Palmitates,INS,3630,Homo sapiens,9606,METRNL protein inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]|PPARD protein affects the reaction [METRNL protein inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]]|Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]|Palmitates inhibits the reaction [INS protein results in increased uptake of Deoxyglucose]|Palmitates inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]|PPARD protein affects the reaction [METRNL protein inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]]|METRNL protein inhibits the reaction [Palmitates inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]],30213948
985,D010168,Palmitates,INS,3630,NULL,NULL,Palmitates results in decreased susceptibility to INS protein|methyl pyruvate inhibits the reaction [Palmitates results in decreased susceptibility to INS protein],21802492
985,D019308,Palmitic Acid,INS,3630,Homo sapiens,9606,"Fenofibrate inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of CD36 mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of ELOVL6 mRNA|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased expression of PPARD mRNA|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA|Fenofibrate inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein]|(R)-2-(3-((benzoxazol-2-yl-d4 (3-(4-methoxyphenoxy-d7)propyl)amino)methyl)phenoxy) butanoic acid affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of SCD mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased expression of RELA mRNA|Bezafibrate inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CXCL5 protein|saroglitazar inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein]|2-(2,6-dimethyl-4-(3-(4-(methylthio)phenyl)-3-oxo-1-propenyl)phenoxyl)-2-methylpropanoic acid inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CXCL5 protein]|(R)-2-(3-((benzoxazol-2-yl-d4 (3-(4-methoxyphenoxy-d7)propyl)amino)methyl)phenoxy) butanoic acid affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of ELOVL6 mRNA]|2-(2,6-dimethyl-4-(3-(4-(methylthio)phenyl)-3-oxo-1-propenyl)phenoxyl)-2-methylpropanoic acid affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of ELOVL6 mRNA]|2-(2,6-dimethyl-4-(3-(4-(methylthio)phenyl)-3-oxo-1-propenyl)phenoxyl)-2-methylpropanoic acid affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of ACADSB mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased expression of CCL2 mRNA|Rosiglitazone affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of SCD mRNA]|Rosiglitazone affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of ACADSB mRNA]|Rosiglitazone inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CXCL5 protein]|saroglitazar affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of SCD mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein|Rosiglitazone affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of ELOVL6 mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of ACADSB mRNA|Pioglitazone inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of PPARG mRNA|(R)-2-(3-((benzoxazol-2-yl-d4 (3-(4-methoxyphenoxy-d7)propyl)amino)methyl)phenoxy) butanoic acid affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA]|Pioglitazone inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of CD36 mRNA]|saroglitazar affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA]|saroglitazar inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CXCL5 protein]|lanifibranor affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA]|(R)-2-(3-((benzoxazol-2-yl-d4 (3-(4-methoxyphenoxy-d7)propyl)amino)methyl)phenoxy) butanoic acid inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of CD36 mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of CD36 mRNA|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased expression of CCL5 mRNA|Rosiglitazone inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CCL2 protein]|lanifibranor inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in increased secretion of CXCL5 protein]|Fenofibrate affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA]|[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of PPARA mRNA|Pioglitazone affects the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] affects the expression of CPT1A mRNA]|Rosiglitazone inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protein co-treated with IL1B protein co-treated with TNF protein] results in decreased expression of CD36 mRNA]|Bezafibrate inhibits the reaction [[osteum co-treated with Palmitic Acid co-treated with Glucose co-treated with INS protein co-treated with TNF protei",32613381
985,D019308,Palmitic Acid,INS,3630,Homo sapiens,9606,2-chloro-5-nitrobenzanilide inhibits the reaction [Rosiglitazone inhibits the reaction [Palmitic Acid results in decreased expression of INS protein]]|Palmitic Acid results in decreased expression of INS protein|Rosiglitazone inhibits the reaction [Palmitic Acid results in decreased expression of INS protein],18155663
985,D019308,Palmitic Acid,INS,3630,Homo sapiens,9606,"tin protoporphyrin IX inhibits the reaction [3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]|tin protoporphyrin IX inhibits the reaction [3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased uptake of Deoxyglucose]]]|3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]|Palmitic Acid inhibits the reaction [INS protein results in increased uptake of Deoxyglucose]|3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased uptake of Deoxyglucose]]|tin protoporphyrin IX inhibits the reaction [3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]|3,3',4,5'-tetrahydroxystilbene inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of NOS3 protein]]",25815690
985,D019308,Palmitic Acid,INS,3630,Homo sapiens,9606,ferric ammonium citrate inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]|4-phenylbutyric acid inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]|STF 083010 inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein],32283200
985,D019308,Palmitic Acid,INS,3630,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased abundance of Palmitic Acid analog|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased abundance of Palmitic Acid analog,26820058
985,D019308,Palmitic Acid,INS,3630,Rattus norvegicus,10116,Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK3 protein]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK9 protein]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK9 protein]]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of GSK3B protein]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein affects the localization of SLC2A4 protein]]|Palmitic Acid inhibits the reaction [INS protein affects the localization of SLC2A4 protein]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK8 protein]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of GSK3B protein]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK1 protein]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK1 protein]]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of TBC1D4 protein]]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of AKT1 protein]]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK3 protein]]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of TBC1D4 protein]|Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of and results in increased activity of MAPK8 protein]|4-hydroxyisoleucine inhibits the reaction [Palmitic Acid inhibits the reaction [INS protein results in increased phosphorylation of IRS1 protein]],25109277
992,D010416,Pentachlorophenol,INS,3630,Danio rerio,7955,Pentachlorophenol results in decreased expression of INS mRNA,29458080
1004,C030242,phosphoric acid,INS,3630,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in increased abundance of phosphoric acid analog|[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] results in increased abundance of phosphoric acid analog|[1-Methyl-3-isobutylxanthine co-treated with Dexamethasone co-treated with INS protein] results in decreased abundance of phosphoric acid analog,26820058
1023,C107241,diphosphoric acid,INS,3630,Mus musculus,10090,[1-Methyl-3-isobutylxanthine co-treated with butylbenzyl phthalate co-treated with INS protein] affects the abundance of diphosphoric acid analog,26820058
1060,D019289,Pyruvic Acid,INS,3630,Rattus norvegicus,10116,INS protein inhibits the reaction [Pyruvic Acid results in increased secretion of GCG protein],15919803
1530,C049584,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",INS,3630,Mus musculus,10090,"[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in increased activity of STAT5A protein|[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in increased expression of STAT5A protein modified form|[alpha-cyano-(3,4-dihydroxy)-N-benzylcinnamide results in decreased activity of JAK2 protein] inhibits the reaction [2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine promotes the reaction [[Dexamethasone co-treated with INS protein co-treated with PRL protein] results in increased expression of CTNNB1 mRNA]]|2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one promotes the reaction [2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine promotes the reaction [[Dexamethasone co-treated with INS protein co-treated with PRL protein] results in increased expression of CTNNB1 mRNA]]|[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in increased expression of BCL2 protein|[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in decreased expression of BAX protein|[[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in increased expression of STAT5A protein modified form] which results in increased expression of CTNNB1 mRNA|[[2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine co-treated with [Dexamethasone co-treated with INS protein co-treated with PRL protein]] results in increased activity of STAT5A protein] which results in increased expression of CTNNB1 mRNA|2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine promotes the reaction [[Dexamethasone co-treated with INS protein co-treated with PRL protein] results in increased expression of CTNNB1 mRNA]",11751460
1645,C025160,3-aminobenzamide,INS,3630,Homo sapiens,9606,3-aminobenzamide inhibits the reaction [Glucose results in increased expression of INS protein]|3-aminobenzamide inhibits the reaction [Glucose results in increased expression of INS mRNA]|3-aminobenzamide inhibits the reaction [Glucose inhibits the reaction [MAFA protein binds to INS promoter]],16505238
1674,D008748,Methylcholanthrene,INS,3630,Homo sapiens,9606,Methylcholanthrene promotes the reaction [Glucose results in increased secretion of INS protein alternative form],31776611
1775,D010672,Phenytoin,INS,3630,NULL,NULL,Phenytoin affects the secretion of INS protein,2429355
1983,D000082,Acetaminophen,INS,3630,Homo sapiens,9606,INS protein affects the reaction [Acetaminophen results in decreased abundance of Glutathione]|INS protein inhibits the reaction [Acetaminophen results in decreased abundance of Adenosine Triphosphate],26739624
2044,C447031,tyrphostin AG 1024,INS,3630,Rattus norvegicus,10116,tyrphostin AG 1024 inhibits the reaction [INS protein results in increased uptake of cobaltous chloride],14622148
2083,D000420,Albuterol,INS,3630,Homo sapiens,9606,Albuterol results in increased expression of INS,8098220
2083,D000420,Albuterol,INS,3630,Homo sapiens,9606,Albuterol results in increased expression of INS protein,9088585
2118,C100697,AZ 002,INS,3630,Sus scrofa,9823,INS protein promotes the reaction [AZ 002 results in increased uptake of Glucose],8699633
2157,D000638,Amiodarone,INS,3630,Mus musculus,10090,INS inhibits the reaction [Amiodarone results in increased phosphorylation of LIPE protein],28962527
2162,D017311,Amlodipine,INS,3630,Homo sapiens,9606,Amlodipine results in decreased expression of INS protein,19651449
2249,D001262,Atenolol,INS,3630,Homo sapiens,9606,Atenolol inhibits the reaction [Terbutaline results in increased expression of INS protein],12795776
2256,D001280,Atrazine,INS,3630,Homo sapiens,9606,Atrazine results in increased expression of INS mRNA,22378314
2336,D001564,Benzo(a)pyrene,INS,3630,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of INS promoter,27901495
2347,C027561,butylbenzyl phthalate,INS,3630,Homo sapiens,9606,butylbenzyl phthalate promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in decreased secretion of TNFRSF11B protein]|butylbenzyl phthalate promotes the reaction [[Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with INS protein] results in increased secretion of ADIPOQ protein],31016361
